Date,ABC,ADBE,AKAM,ALB,APA,APD,APTV,AVB,AVGO,BDX,BWA,CARR,CF,CME,CMI,CNC,CTSH,CVS,DD,DG,DGX,DLTR,DOV,DVA,EA,EMR,ETN,ETR,EXPE,FFIV,FMC,FOX,FOXA,GD,GLW,GNRC,GPC,HES,HPE,INTU,IP,IQV,JCI,JNPR,KEYS,KR,LHX,MCO,META,MMC,MPC,MRO,NOW,NSC,NTAP,NXPI,PARA,PCAR,PKI,PSA,QRVO,REGN,RL,SRE,SWKS,SYK,TAP,TEL,TMO,TPR,TRGP,TSCO,TSN,TT,UPS,VFC,ZBH
2021-01-04 00:00:00-05:00,93.8682632446289,485.3399963378906,105.23999786376953,150.4166717529297,14.356002807617188,255.98780822753906,129.50999450683594,146.12437438964844,400.0899963378906,237.98915100097656,36.87248229980469,36.04269027709961,37.047523498535156,165.891357421875,210.55191040039062,62.09000015258789,77.22662353515625,66.294921875,67.86833190917969,206.17672729492188,116.10636901855469,106.94000244140625,119.97462463378906,116.5,138.03707885742188,74.60680389404297,113.9308090209961,91.05961608886719,131.3699951171875,175.85000610351562,108.99192810058594,27.65363311767578,28.098434448242188,138.328125,33.07429504394531,224.55999755859375,93.52334594726562,51.4569206237793,10.855975151062012,366.68798828125,42.40882873535156,176.60000610351562,44.300296783447266,21.379650115966797,131.17999267578125,30.880844116210938,173.6995391845703,287.16375732421875,268.94000244140625,109.87113189697266,38.16533279418945,6.648913383483887,526.8300170898438,225.37103271484375,61.03648376464844,157.08737182617188,34.39665985107422,78.63863372802734,144.89341735839844,200.92364501953125,164.58999633789062,482.8599853515625,96.59759521484375,116.23613739013672,145.63221740722656,233.69956970214844,43.69694137573242,116.70082092285156,469.8371276855469,31.33409881591797,25.340778350830078,135.70428466796875,60.59929275512695,139.65618896484375,155.21302795410156,78.96337127685547,146.51873779296875
2021-01-05 00:00:00-05:00,95.09390258789062,485.69000244140625,105.41999816894531,160.56732177734375,15.726483345031738,269.5317077636719,133.38999938964844,145.70156860351562,402.7998046875,238.30239868164062,37.74439239501953,36.92842483520508,38.52827453613281,165.7248077392578,210.7991943359375,61.06999969482422,77.45025634765625,66.7401123046875,71.20770263671875,203.24693298339844,116.70069122314453,107.12999725341797,120.67498779296875,116.55000305175781,139.82801818847656,75.89791107177734,115.13967895507812,89.8425064086914,137.13999938964844,177.25,111.77647399902344,28.242525100708008,28.717750549316406,138.3944549560547,33.78464889526367,227.97999572753906,94.38790893554688,55.10177993774414,11.05301570892334,363.89617919921875,43.5020637512207,179.33999633789062,45.58576202392578,22.088836669921875,133.83999633789062,30.6597843170166,175.53823852539062,279.6699523925781,270.9700012207031,109.10643005371094,39.42033767700195,7.252475261688232,531.969970703125,227.56256103515625,61.32820510864258,160.60641479492188,34.763179779052734,79.31624603271484,151.25633239746094,198.3413848876953,169.25,483.45001220703125,99.14289093017578,115.8699722290039,151.02386474609375,234.32530212402344,44.98918151855469,118.94169616699219,475.7123107910156,31.1520938873291,26.91004753112793,136.65618896484375,60.551578521728516,141.4700469970703,153.0525360107422,79.1581802368164,149.05380249023438
2021-01-06 00:00:00-05:00,103.27454376220703,466.30999755859375,101.52999877929688,172.5608367919922,16.36798095703125,276.7665710449219,138.11000061035156,149.6102294921875,400.3157958984375,240.7800750732422,38.91664123535156,38.982173919677734,41.05707931518555,178.91839599609375,222.17471313476562,67.66000366210938,77.93645477294922,68.72924041748047,75.03929138183594,211.682373046875,120.50634765625,112.97000122070312,124.07948303222656,120.55000305175781,135.355712890625,78.45143127441406,121.31831359863281,91.26403045654297,143.4199981689453,178.5800018310547,115.70756530761719,30.622432708740234,31.219398498535156,141.929931640625,34.94964599609375,246.2899932861328,98.1501235961914,58.210636138916016,11.296971321105957,356.13226318359375,46.213294982910156,186.25,47.72498321533203,22.296863555908203,136.11000061035156,30.957733154296875,175.94252014160156,276.6900939941406,263.30999755859375,109.8614501953125,40.22578811645508,7.301149845123291,507.25,234.93849182128906,61.38467025756836,163.56320190429688,37.779937744140625,82.43505859375,155.7073974609375,195.10214233398438,172.0,470.0899963378906,104.32884216308594,116.24553680419922,153.1399383544922,237.05322265625,47.14291763305664,122.35638427734375,483.17083740234375,32.876373291015625,27.655935287475586,141.6876678466797,62.37433624267578,145.34022521972656,152.5977020263672,81.1526870727539,153.30126953125
2021-01-07 00:00:00-05:00,107.12654113769531,477.739990234375,102.80999755859375,181.331787109375,16.630413055419922,272.2996826171875,144.8000030517578,147.57135009765625,417.1861572265625,240.64718627929688,39.81761932373047,39.99444580078125,41.124393463134766,183.94229125976562,227.5200958251953,69.75,78.71435546875,70.08373260498047,78.06016540527344,214.05177307128906,118.80963134765625,114.75,125.91791534423828,122.20999908447266,139.2541046142578,78.48969268798828,123.8511734008789,88.11442565917969,142.2899932861328,180.10000610351562,117.43224334716797,29.42517852783203,30.175827026367188,143.80662536621094,35.025413513183594,254.5,98.55863952636719,59.6042594909668,11.231290817260742,363.659423828125,45.539859771728516,188.05999755859375,49.09677505493164,22.533262252807617,141.0,30.58289909362793,174.47927856445312,276.7196350097656,268.739990234375,109.70657348632812,41.368404388427734,7.486112117767334,511.4100036621094,241.21380615234375,61.849185943603516,169.6415557861328,37.70475387573242,82.05449676513672,159.84976196289062,198.41436767578125,178.57000732421875,481.20001220703125,106.94084930419922,112.57441711425781,157.18849182128906,238.29498291015625,47.04719924926758,124.8106918334961,498.227294921875,33.40323257446289,29.515810012817383,142.9018096923828,61.65858840942383,149.10369873046875,150.66464233398438,81.89482116699219,152.39247131347656
2021-01-08 00:00:00-05:00,107.0292739868164,485.1000061035156,103.45999908447266,181.43032836914062,16.115270614624023,272.72918701171875,145.55999755859375,148.86798095703125,419.3031921386719,242.12808227539062,39.03289794921875,39.605106353759766,41.4993896484375,184.74725341796875,222.8595733642578,68.20999908447266,79.68673706054688,70.90782165527344,78.93844604492188,212.1739501953125,117.87976837158203,112.97000122070312,125.91791534423828,123.88999938964844,140.36228942871094,78.25059509277344,121.7308578491211,88.71833801269531,144.02000427246094,191.24000549316406,116.66143798828125,28.831418991088867,29.346820831298828,142.9062042236328,34.99699783325195,252.5,98.1786117553711,58.7174072265625,11.146846771240234,370.0029602050781,45.02385330200195,191.0800018310547,49.21189498901367,22.504892349243164,146.8000030517578,30.400283813476562,173.9498291015625,275.5690002441406,267.57000732421875,109.84208679199219,40.44120407104492,7.349823951721191,529.6400146484375,245.2589874267578,61.59321975708008,169.68032836914062,37.64836883544922,81.49756622314453,159.0830078125,203.1317901611328,179.39999389648438,498.7300109863281,104.3669662475586,112.46176147460938,157.9615020751953,238.23631286621094,47.38221740722656,126.5665283203125,510.1470031738281,32.7901611328125,28.285579681396484,145.02903747558594,61.10508728027344,147.99794006347656,150.0866241455078,81.49591064453125,152.05764770507812
2021-01-11 00:00:00-05:00,104.42236328125,474.239990234375,102.37000274658203,174.7190704345703,16.193023681640625,270.238037109375,145.0800018310547,147.87200927734375,419.4161071777344,244.0741424560547,38.92633056640625,40.461647033691406,41.45131301879883,184.06259155273438,225.1137237548828,68.68000030517578,77.92672729492188,72.053955078125,81.05209350585938,211.63320922851562,118.512451171875,112.43000030517578,125.26619720458984,123.12000274658203,139.72906494140625,79.01570892333984,121.80760955810547,87.69633483886719,142.9600067138672,190.35000610351562,115.01385498046875,28.909290313720703,29.58089256286621,143.86351013183594,35.55581283569336,260.79998779296875,99.86021423339844,59.38985824584961,11.231290817260742,367.9082336425781,45.566097259521484,191.44000244140625,48.914512634277344,22.514345169067383,150.14999389648438,30.525230407714844,176.6356201171875,271.77294921875,256.8399963378906,108.98062133789062,40.825199127197266,7.437437534332275,523.0599975585938,245.5775909423828,61.830238342285156,167.91595458984375,38.58816909790039,81.88741302490234,158.5751953125,201.8817138671875,182.75999450683594,502.9200134277344,105.42511749267578,111.17546081542969,156.57977294921875,236.46658325195312,47.554527282714844,126.5665283203125,511.19256591796875,33.106285095214844,28.29526710510254,145.2135772705078,61.811283111572266,147.6778564453125,153.374755859375,80.78160095214844,152.10549926757812
2021-01-12 00:00:00-05:00,103.614990234375,471.6499938964844,101.68000030517578,179.85353088378906,18.0106143951416,270.1711730957031,151.08999633789062,147.87200927734375,422.83154296875,249.741455078125,39.885440826416016,40.62710952758789,43.98012161254883,186.42190551757812,230.20228576660156,68.13999938964844,77.44053649902344,72.2339096069336,83.34910583496094,214.70066833496094,120.9952392578125,114.18000030517578,126.06382751464844,123.80000305175781,137.59185791015625,80.30679321289062,123.13160705566406,86.12617492675781,140.9499969482422,192.97000122070312,117.78873443603516,28.403133392333984,29.03472328186035,145.49380493164062,35.480045318603516,259.04998779296875,102.89089965820312,62.21609115600586,11.390799522399902,361.317626953125,46.02963638305664,189.4199981689453,49.729915618896484,22.514345169067383,146.82000732421875,30.2945613861084,178.0699462890625,269.5208740234375,251.08999633789062,109.37747955322266,42.6889762878418,8.167552947998047,513.2100219726562,247.5760498046875,62.721378326416016,170.69822692871094,39.26482391357422,83.03839874267578,151.3359832763672,202.78504943847656,182.32000732421875,505.75,109.16204833984375,110.7905044555664,152.84039306640625,233.88534545898438,49.63167953491211,125.6546630859375,496.6738586425781,33.85346984863281,30.03890037536621,147.39907836914062,61.085994720458984,147.37718200683594,155.3172607421875,81.21761322021484,152.8994903564453
2021-01-13 00:00:00-05:00,102.73953247070312,472.04998779296875,101.68000030517578,177.31094360351562,17.301069259643555,277.4347229003906,146.05999755859375,149.57266235351562,424.54400634765625,249.67501831054688,38.89727020263672,40.27671432495117,43.54743576049805,183.14663696289062,229.0989990234375,66.51000213623047,77.411376953125,70.96464538574219,80.57917785644531,214.54335021972656,120.25711822509766,112.47000122070312,123.65148162841797,120.76000213623047,134.90057373046875,79.03482818603516,120.32052612304688,87.00881958007812,140.61000061035156,191.7100067138672,117.47078704833984,28.52967071533203,29.220029830932617,144.66915893554688,35.20536804199219,252.6300048828125,100.60125732421875,60.520355224609375,11.418949127197266,360.6159973144531,44.42912673950195,189.36000061035156,49.89299011230469,22.221216201782227,146.61000061035156,30.746288299560547,179.75457763671875,269.70770263671875,251.63999938964844,109.84208679199219,41.50889587402344,7.826832294464111,521.7100219726562,245.6837615966797,61.8112678527832,171.99728393554688,40.524147033691406,82.56501007080078,150.87794494628906,205.11181640625,180.07000732421875,511.8999938964844,107.6653823852539,113.74805450439453,152.56021118164062,237.78652954101562,50.052860260009766,126.02327728271484,499.6014709472656,32.598575592041016,29.72892189025879,148.78805541992188,61.16233825683594,146.41688537597656,154.55917358398438,79.38082122802734,155.88421630859375
2021-01-14 00:00:00-05:00,102.75898742675781,463.2699890136719,102.8499984741211,179.72540283203125,17.835657119750977,273.2159118652344,144.22000122070312,150.7941131591797,425.3531799316406,244.70068359375,38.36442565917969,39.71217346191406,43.55705261230469,179.62156677246094,229.5364990234375,65.02999877929688,77.83922576904297,71.08779907226562,79.72985076904297,209.64727783203125,119.79698944091797,109.97000122070312,123.47640991210938,119.63999938964844,137.47311401367188,79.70427703857422,119.56258392333984,87.33397674560547,144.1699981689453,193.42999267578125,117.278076171875,29.532251358032227,30.4976749420166,147.11326599121094,36.0199089050293,253.05999755859375,99.70820617675781,62.157615661621094,11.709815979003906,361.1595458984375,43.711971282958984,188.11000061035156,50.31508255004883,22.892581939697266,147.02999877929688,31.851579666137695,183.6436767578125,267.6523132324219,245.63999938964844,108.39985656738281,42.63278579711914,8.440129280090332,514.3400268554688,243.73358154296875,62.41800308227539,174.49844360351562,43.230777740478516,82.85274505615234,147.5023193359375,201.8634796142578,183.94000244140625,517.9099731445312,106.26402282714844,115.04373168945312,152.64715576171875,236.7403564453125,51.211090087890625,126.30461120605469,494.8216552734375,32.627315521240234,30.097021102905273,151.95460510253906,61.801734924316406,146.22288513183594,154.90032958984375,79.21385955810547,155.5685272216797
2021-01-15 00:00:00-05:00,103.88735961914062,458.0799865722656,106.44999694824219,177.52772521972656,16.78592872619629,273.8458557128906,142.75,154.09207153320312,419.5008239746094,248.4694061279297,37.395626068115234,39.303375244140625,43.807044982910156,177.47503662109375,225.6463623046875,63.9900016784668,78.02396392822266,72.2339096069336,79.46925354003906,207.87759399414062,119.2409896850586,108.33999633789062,121.95895385742188,118.75,137.5325164794922,79.14002227783203,118.17143249511719,88.49534606933594,140.69000244140625,195.10000610351562,115.66902923583984,29.580917358398438,30.712242126464844,146.2349395751953,35.802066802978516,252.80999755859375,97.04805755615234,59.48731231689453,11.76611328125,366.59405517578125,43.9481086730957,187.7899932861328,49.701133728027344,23.11006736755371,146.2899932861328,32.389808654785156,181.53549194335938,262.2335510253906,251.36000061035156,108.25466918945312,41.190460205078125,8.031264305114746,513.760009765625,244.2066650390625,61.29934310913086,166.95623779296875,42.572914123535156,81.83172607421875,147.89065551757812,204.7468719482422,177.2899932861328,517.9299926757812,104.92940521240234,114.69635009765625,146.86903381347656,236.6034698486328,50.29216384887695,124.12193298339844,501.0255126953125,32.20581817626953,29.089588165283203,152.96475219726562,61.792198181152344,145.02012634277344,150.56988525390625,77.84089660644531,153.17694091796875
